"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Fix odd tab border around quick pick when there are no active elements","2019-3","2019-3","2019-3",False,"null"
"Add showIcons and maxSuggestionsToShow settings","2019-3","2019-3","2019-3",True,"2019-3"
"Removed Snap related code from updateService.linux.ts","2019-3","2019-3","2019-3",True,"2019-3"
"Fix #69972 - use fsPath for untitled schema files","2019-3","2019-3","2019-3",True,"2019-3"
"Initialize viewletService in Workbench","2019-3","2019-3","2019-3",True,"2019-3"
"Async data tree node: improve node preservation","2019-3","2019-3","2019-3",True,"2019-3"
"Features of brackets code editor","2019-3","2019-3","2019-3",False,"null"
"Scroll predominant axis only (prevents scroll drift)","2019-3","2020-2","2019-3",True,"2020-2"
"Electron 5 exploration","2019-3","2019-3","2019-3",False,"null"
"Store label with recent entry","2019-3","2019-3","2019-3",True,"2019-3"
"Make debug session caching more robust; fixes #69534","2019-3","2019-3","2019-3",False,"null"
"make caching more robust; fixes #69534","2019-3","2019-3","2019-3",True,"2019-3"
"Add css.completion.triggerPropertyValueCompletion setting","2019-3","2019-3","2019-3",True,"2019-3"
"move inactiveExtensionUrlHandler to common","2019-3","2019-6","2019-3",False,"null"
"Merge pull request #2 from Microsoft/master","2019-3","2019-3","2019-3",False,"null"
"Make the default value of renderFinalNewline the same on all platforms","2019-3","2019-3","2019-3",True,"2019-3"
"Allow to hide editor title section entirely (tabs, breadcrumbs)","2019-3","2020-11","2019-3",False,"null"
"Fix spelling of 'accessible' in task.json group enum","2019-3","2019-3","2019-3",True,"2019-3"
"Fix comment typo handker -> handler","2019-3","2019-3","2019-3",True,"2019-3"
"Update to electron 3.1.6","2019-3","2019-3","2019-3",True,"2019-3"
"Fixed #59368","2019-3","2019-3","2019-3",True,"2019-3"
"Towards electron 5 development","2019-3","2019-3","2019-3",False,"null"
"Add setting to make touchbar controls optional","2019-3","2019-8","2019-3",True,"2019-8"
"Unsaved files are opened in two windows when reopening vscode.","2019-3","2019-3","2019-3",True,"2019-3"
"Unsaved files are opened in two windows when reopening vscode.","2019-3","2019-3","2019-3",True,"2019-3"
"Selectbox: Remove explicit select role (Electron 2 workaround)","2019-3","2019-3","2019-3",True,"2019-3"
"Open vscode://file/<path> in vscode is broken. Fixes #69998","2019-3","2019-3","2019-3",True,"2019-3"
"Fix slash in tasks.json path caused by path migration","2019-3","2019-3","2019-3",True,"2019-3"
"Refactor to avoid using 'any' in common/config editor options","2019-3","2019-9","2019-3",False,"null"
"Adopt search viewlet to align with ViewsViewlet","2019-3","2019-3","2019-3",True,"2019-3"
"debt - avoid approot for resources in renderer","2019-3","2019-3","2019-3",True,"2019-3"
"Treat null as valid metadata property","2019-3","2019-3","2019-3",True,"2019-3"
"Revert strict null changes around getting empty description","2019-3","2019-3","2019-3",True,"2019-3"
"npm reference repair","2019-3","2019-3","2019-3",False,"null"
"Strict null check extHostStatusBar","2019-3","2019-3","2019-3",True,"2019-3"
"Strict null check editorService","2019-3","2019-3","2019-3",False,"null"
"Update product version","2019-3","2019-3","2019-3",False,"null"
"Update product version","2019-3","2019-3","2019-3",True,"2019-3"
"File picker undo should work","2019-3","2019-3","2019-3",True,"2019-3"
"Repair npm links across two files","2019-3","2019-10","2019-3",True,"2019-10"
"fixes #70022","2019-3","2019-3","2019-3",True,"2019-3"
"Create panel part after editor part in workbench","2019-3","2019-3","2019-3",True,"2019-3"
"Use yarn artifact caching build tasks","2019-3","2019-3","2019-3",True,"2019-3"
"Add `directory` option to workbench.editor.labelFormat","2019-3","2019-8","2019-3",False,"null"
"Use get/setAttribute()","2019-3","2019-3","2019-3",True,"2019-3"
"Correctly handle succeeding ANSI color codes (fix #70416)","2019-3","2019-3","2019-3",True,"2019-3"
"trees: automaticaly enable simple navigation for accessibility","2019-3","2019-3","2019-3",True,"2019-3"
"Refactor for terminal links in live share","2019-3","2019-3","2019-3",True,"2019-3"
"adopt wheel event.","2019-3","2019-7","2019-3",False,"null"
"Fix #70045 by reverting some of #67269","2019-3","2019-3","2019-3",True,"2019-3"
"Bump version","2019-3","2019-3","2019-3",True,"2019-3"
"Fix custom viewlet not being shown when its cached views are not active on registration","2019-3","2019-3","2019-3",True,"2019-3"
"update watermark","2019-3","2019-3","2019-3",False,"null"
"Add option to hide git sync button in status bar","2019-3","2019-8","2019-3",True,"2019-8"
"Add only tracked files can be auto staged flag [Fix #70091]","2019-3","2019-8","2019-3",True,"2019-8"
"nodeless - lift file dialog service to /browser","2019-3","2019-3","2019-3",True,"2019-3"
"Improve extension activation failure messages","2019-3","2019-3","2019-3",True,"2019-3"
"Move remote agent environment out of node","2019-3","2019-3","2019-3",True,"2019-3"
"Create Peter","2019-3","2019-3","2019-3",False,"null"
"Fix Unit Test launch configuration","2019-3","2019-3","2019-3",True,"2019-3"
"Proposed Feature: Control StatusBar background color","2019-3","2019-8","2019-3",False,"null"
"Brackets picker matching not","2019-3","2019-3","2019-3",False,"null"
"feat(coffeescript): Add `.iced` extension","2019-3","2019-3","2019-3",True,"2019-3"
"création from eric","2019-3","2019-3","2019-3",False,"null"
"Node module resolution for CSS import","2019-3","2019-6","2019-3",True,"2019-6"
"Tyriar/65750 linux icon","2019-3","2019-3","2019-3",False,"null"
"Update .nvmrc","2019-3","2019-3","2019-3",True,"2019-3"
"Add flag for including tags with git pull","2019-3","2019-3","2019-3",False,"null"
"Support string in TerminalOptions.shellArgs","2019-3","2019-3","2019-3",True,"2019-3"
"always show toggleTerminal","2019-3","2019-3","2019-3",False,"null"
"Parse "":line "" in Quick Open","2019-3","2019-10","2019-3",False,"null"
"Implement call hierarchy ","2019-3","2019-3","2019-3",True,"2019-3"
"FileService2 - implement createFolder()","2019-3","2019-3","2019-3",True,"2019-3"
"Fix jumping cursor on up arrow in quick pick","2019-3","2019-3","2019-3",True,"2019-3"
"Enable noImplictAny in codebase","2019-3","2019-3","2019-3",False,"null"
"Avoid any in TestInstantiationService.stub","2019-3","2019-3","2019-3",True,"2019-3"
"Try to remove crypto from tasks","2019-3","2019-3","2019-3",True,"2019-3"
"Configuration + UI to remember extensions allowed to handle URIs","2019-3","2019-7","2019-3",True,"2019-7"
"Update statusBarItem.prominentBackground","2019-3","2019-3","2019-3",False,"null"
"Remove some dead code in base/parts/tree/","2019-3","2019-3","2019-3",True,"2019-3"
"Fix searching words in brackets in the command palette","2019-3","2019-3","2019-3",True,"2019-3"
"Add fallback values for when an exthost adapter cannot be found","2019-3","2019-3","2019-3",True,"2019-3"
"Fix some sneaky strict null issues related to array/object access","2019-3","2019-3","2019-3",True,"2019-3"
"Snapcraft update. Fixes #63194 Fixes #57019","2019-3","2019-3","2019-3",True,"2019-3"
"Add support for 8- and 24-bit ANSI escape color codes in the debug console","2019-3","2019-3","2019-3",True,"2019-3"
"fix navigation, modality, and confirm","2019-3","2019-3","2019-3",True,"2019-3"
"move comments to browser (#70319, #69103)","2019-3","2019-3","2019-3",True,"2019-3"
"move main thread task to browser (#70319)","2019-3","2019-3","2019-3",True,"2019-3"
"set `TERM` to `xterm-256color`","2019-3","2019-3","2019-3",False,"null"
"Use default terminal colors in debug console and add seperate high-intensity ANSI colors","2019-3","2019-3","2019-3",False,"null"
"Add reverse colors option to text diff editor","2019-3","2019-4","2019-3",False,"null"
"Added title case transformation command called 'Transform to Title Case'.","2019-3","2019-3","2019-3",True,"2019-3"
"Fix cross-compilation for armv7l","2019-3","2019-8","2019-3",False,"null"
"Adding support for TaskProvider.resolveTask","2019-3","2019-7","2019-3",True,"2019-7"
"Remove comment that shellArgs parameter of createTerminal does work in Windows","2019-3","2019-3","2019-3",True,"2019-3"
"Fix Links don't work without a subdomain, Fixes #71112","2019-3","2019-3","2019-3",False,"null"
"Fix strict null check.  Fixes: #71096","2019-3","2021-10","2019-3",False,"null"
"Stop the Settings tree from jittering","2019-3","2019-3","2019-3",True,"2019-3"
"Fix #69368","2019-3","2019-3","2019-3",True,"2019-3"
"Allow to define default formatter","2019-3","2019-3","2019-3",True,"2019-3"
