"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"SCM - polish changes sorting experience","2022-4","2022-4","2022-4",True,"2022-4"
"only try to inject args when shell integration is enabled","2022-4","2022-4","2022-4",True,"2022-4"
"add max threshold for find results for which to show decorations","2022-4","2022-4","2022-4",True,"2022-4"
"fix non windows shell type context key","2022-4","2022-4","2022-4",True,"2022-4"
"Fix #147912 (multipleSessionWarning debug option)","2022-4","null","2022-4",False,"null"
"Comments panel: use the date of the last reply","2022-4","2022-4","2022-4",True,"2022-4"
"Comments panel: do not truncate the author name","2022-4","2022-4","2022-4",True,"2022-4"
"only allow primitive values in context keys","2022-4","2022-5","2022-4",True,"2022-5"
"Fixes #147420","2022-4","2022-4","2022-4",True,"2022-4"
"clean up after test","2022-4","2022-4","2022-4",True,"2022-4"
"don't overwrite IFS in bash shell integration script","2022-4","2022-4","2022-4",True,"2022-4"
"Adopt WCO for Windows","2022-4","2022-5","2022-4",True,"2022-5"
"for bash shell integration, run global `bash_profile` ","2022-4","2022-4","2022-4",True,"2022-4"
"Display dialog when opening `vscode://` urls","2022-4","2022-4","2022-4",True,"2022-4"
"Support `Transform to Kebab Case`","2022-4","null","2022-4",False,"null"
"Report extension list","2022-4","null","2022-4",False,"null"
"Respect NO_PROXY in getSystemProxyURI","2022-4","null","2022-4",False,"null"
"Add action to hide all tests","2022-4","2022-4","2022-4",True,"2022-4"
"Pass one shared `macros` object into every call to katex renderer","2022-4","2022-5","2022-4",True,"2022-5"
"Fix `--do-not-sync` server argument is ignored when installing extension","2022-4","null","2022-4",False,"null"
"Enable go to definition for markdown links","2022-4","2022-5","2022-4",True,"2022-5"
"Remove SCMRepository instances from context service","2022-4","2022-5","2022-4",True,"2022-5"
"Add `onView:timeline` activation.","2022-4","2022-5","2022-4",True,"2022-5"
"shell integration smoke tests","2022-4","2022-4","2022-4",True,"2022-4"
"Update scrubber regexes","2022-4","2022-4","2022-4",True,"2022-4"
"Add suggestions for ext filter in the Settings editor search widget","2022-4","2022-4","2022-4",True,"2022-4"
"Remove unnecessary build step","2022-4","2022-4","2022-4",True,"2022-4"
"update distro due to adding jupyter powertoys to proposed API","2022-4","2022-4","2022-4",True,"2022-4"
"Add hc light class to webviews","2022-4","null","2022-4",False,"null"
"Fixes #147896","2022-4","2022-4","2022-4",True,"2022-4"
"Fixes #148162","2022-4","2022-4","2022-4",True,"2022-4"
"add plain text type to fix copy as html","2022-4","2022-4","2022-4",True,"2022-4"
"fix terminal find bugs","2022-4","2022-4","2022-4",True,"2022-4"
"Source extensions properly, fixes #148192","2022-4","2022-4","2022-4",True,"2022-4"
"Add high contrast light theme on monaco editor","2022-4","2022-5","2022-4",False,"null"
"Fix toggle high contrast action","2022-4","null","2022-4",False,"null"
"label - respect target platform path seps","2022-4","2022-4","2022-4",True,"2022-4"
"Inherit editor.letterSpacing for suggest widget (fixes #125622)","2022-4","2022-5","2022-4",True,"2022-5"
"More improvements to default path label","2022-4","2022-4","2022-4",True,"2022-4"
"improve consistency of terminal find with editor find","2022-4","2022-4","2022-4",True,"2022-4"
"[typescript-language-features] Add `flags` to completions telemetry","2022-4","2022-4","2022-4",True,"2022-4"
"Update view positions cache when view containers cache change","2022-4","2022-4","2022-4",True,"2022-4"
"include other zsh scripts in server resources","2022-4","2022-4","2022-4",True,"2022-4"
"Fixes #148414","2022-4","2022-5","2022-4",True,"2022-5"
"In addition to WebviewPanel, let WebviewView also support transferring of TypedArrays","2022-4","2022-4","2022-4",True,"2022-4"
"fix: close `create fork` message will create fork","2022-4","2022-5","2022-4",True,"2022-5"
"Update README.md","2022-4","2022-4","2022-4",False,"null"
"Update README.md","2022-4","2022-4","2022-4",False,"null"
"pls ignore","2022-4","2022-4","2022-4",False,"null"
"ignore plz","2022-4","2022-4","2022-4",False,"null"
"plz ignore","2022-4","null","2022-4",False,"null"
"Fix syncing UI state if some containers are generated and containers have been moved","2022-4","2022-5","2022-4",True,"2022-5"
"Fixes Issue Reporter window is blank","2022-4","2022-4","2022-4",True,"2022-4"
"Fixes #148447 (#148456)","2022-4","2022-5","2022-4",True,"2022-5"
"fix #147603. Enable selecting line on line number.","2022-4","2022-5","2022-4",True,"2022-5"
"chore: bump js-debug","2022-4","2022-4","2022-4",True,"2022-4"
"`etc/bash_profile` -> `etc/profile`","2022-4","2022-4","2022-4",True,"2022-4"
"Fixes #147936","2022-5","2022-5","2022-5",True,"2022-5"
"Resolve env vars in settings.json","2022-5","2022-5","2022-5",False,"null"
"Fix tm regex for XML comment <%-- --%>","2022-5","2022-5","2022-5",False,"null"
"For target document selector use `fsPath` instead of `path`","2022-5","2022-5","2022-5",True,"2022-5"
"update distro for recommendation vue and r","2022-5","2022-5","2022-5",True,"2022-5"
"Experiment with a title menu ","2022-5","2022-5","2022-5",True,"2022-5"
"Fix infinite loop in the disassembly view","2022-5","2022-5","2022-5",True,"2022-5"
"fix 148561","2022-5","2022-5","2022-5",True,"2022-5"
"Ensure tab api properly states unpin status.","2022-5","2022-5","2022-5",True,"2022-5"
"run global bash profile file","2022-5","2022-5","2022-5",True,"2022-5"
"Don't cache keytar until we know it works","2022-5","2022-5","2022-5",True,"2022-5"
