"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Bump Monaco to use TS 2.1.4","2017-1","2017-1","2017-1",True,"2017-1"
"Add command to post a message to an html preview document","2017-1","2017-1","2017-1",False,"null"
"Pick up TS 2.1.5 final release","2017-1","2017-1","2017-1",True,"2017-1"
"gulpfile.babel.js support #3043","2017-1","2019-10","2017-1",False,"null"
"Fixes #18427 Map jsx-tags lang id to jsx in emmet","2017-1","2017-1","2017-1",True,"2017-1"
"fix #13945. support format on paste","2017-1","2017-1","2017-1",True,"2017-1"
"Fix 17584","2017-1","2017-1","2017-1",True,"2017-1"
"Add peek implemenation command ","2017-1","2017-1","2017-1",True,"2017-1"
"Fix webview internal  links ","2017-1","2017-1","2017-1",True,"2017-1"
"Fix build","2017-1","2017-1","2017-1",True,"2017-1"
"Setting Powershell as default terminal for Windows 10+ (fixes #16838)","2017-1","2017-1","2017-1",True,"2017-1"
"update distro","2017-1","2017-1","2017-1",False,"null"
"Ben/mixin","2017-1","2017-1","2017-1",True,"2017-1"
"progress api","2017-1","2017-1","2017-1",True,"2017-1"
"Simplify markdown paragraph logic","2017-1","2017-1","2017-1",True,"2017-1"
"Allow spaces before markdown heading","2017-1","2017-1","2017-1",True,"2017-1"
"Use createQueuedSender for all IPC","2017-1","2017-1","2017-1",True,"2017-1"
"Allow Expanding Suggestions with Mulitline details","2017-1","2017-1","2017-1",True,"2017-1"
"Fixing sorting of directory and filenames with numbers","2017-1","2017-1","2017-1",True,"2017-1"
"Default folder setting while cloning a git repository","2017-1","2017-4","2017-1",False,"null"
"Fix labels unit tests + root displayed as '..","2017-1","2017-1","2017-1",True,"2017-1"
"Enable reuse of terminal instances","2017-1","2017-1","2017-1",True,"2017-1"
"Use a factory to create terminal processes","2017-1","2017-1","2017-1",True,"2017-1"
"Add toggle output auto-scrolling feature","2017-1","2017-1","2017-1",False,"null"
"Introduce new vscode.newUntitled API command (fixes #17917)","2017-1","2017-1","2017-1",False,"null"
"xhtml is a profile not syntax in emmet","2017-1","2017-1","2017-1",True,"2017-1"
"Implement hot exit on switching folders","2017-1","2017-1","2017-1",True,"2017-1"
"Improve discoverability of panels and explore the use of tabs for switching among panels","2017-1","2017-1","2017-1",True,"2017-1"
"Enable emmet customizations for preferences, profiles and snippets","2017-1","2017-1","2017-1",True,"2017-1"
"Display one decimal place for extensions downloads in Millions","2017-1","2017-2","2017-1",True,"2017-2"
"Markdown fixes","2017-1","2017-1","2017-1",True,"2017-1"
"ContentProvider, model creation and embedded resource counter","2017-1","2017-1","2017-1",False,"null"
"Allow extensions to handle launching of the debug adapter","2017-1","2017-1","2017-1",True,"2017-1"
"Quick Open show the ""..."" to the left or center to not hide important segments","2017-1","2017-2","2017-1",False,"null"
"Open new file buffer via API","2017-1","2017-1","2017-1",True,"2017-1"
"Fix #17645.","2017-1","2017-1","2017-1",True,"2017-1"
"Fixed named headers for markdown preview","2017-1","2017-1","2017-1",True,"2017-1"
"Maintain Markdown Preview Scroll Position on Window Resize","2017-1","2017-1","2017-1",True,"2017-1"
"Prototyping Markdown Preview Synchronization With Editors","2017-1","2017-1","2017-1",True,"2017-1"
"Walk-through: Avoid creating temporary files","2017-1","2017-1","2017-1",False,"null"
"Add Toggle Output Scroll Lock action","2017-1","2017-1","2017-1",True,"2017-1"
"ata progress reporting","2017-1","2017-1","2017-1",True,"2017-1"
"Gate TS go to implementation feature to TS 2.2+","2017-1","2017-1","2017-1",True,"2017-1"
"Improve markdown preview to editor mapping","2017-1","2017-1","2017-1",True,"2017-1"
"#18467 Preserve panel maximization on zoom","2017-1","2017-1","2017-1",True,"2017-1"
"Add Markdown Document Link Provider To Support Local Links","2017-1","2017-1","2017-1",True,"2017-1"
"Support Local File Links from the Markdown Preview","2017-1","2017-1","2017-1",True,"2017-1"
"Fix markdown view sync for frontmatter","2017-1","2017-1","2017-1",True,"2017-1"
"Cleanup markdown extension impl","2017-1","2017-1","2017-1",True,"2017-1"
"Reindent all lines","2017-1","2017-1","2017-1",True,"2017-1"
"Fixes md preview to editor sync when before first element in preview","2017-1","2017-1","2017-1",True,"2017-1"
"Keep scroll position stable when closing an inactive tab","2017-1","2017-3","2017-1",False,"null"
"Support undo and redo in input fields (fixes #151)","2017-1","2017-1","2017-1",True,"2017-1"
"Fixes #17701 - Integrated Terminal Context Menu is triggered via contextmenu event instead of mousedown","2017-1","2017-2","2017-1",True,"2017-2"
