"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"run login scripts if login args are provided","2022-1","2022-1","2022-1",False,"null"
"Change American time format to ISO time format","2022-1","null","2022-1",False,"null"
"mention the web version of vs code, in related projects","2022-1","2022-2","2022-1",False,"null"
"Add check that the editor's ESM JS files can be loaded in a browser","2022-1","2022-1","2022-1",True,"2022-1"
"handle bash login args","2022-1","2022-1","2022-1",True,"2022-1"
"Fix `undefined`s in text search results","2022-1","2022-1","2022-1",True,"2022-1"
"Bump node-fetch from 2.6.1 to 2.6.7 in /extensions/microsoft-authentication","2022-1","2022-1","2022-1",True,"2022-1"
"Bump node-fetch from 2.6.1 to 2.6.7 in /extensions/github-authentication","2022-1","2022-1","2022-1",True,"2022-1"
"Bump node-fetch from 2.6.1 to 2.6.7 in /extensions/github","2022-1","2022-1","2022-1",True,"2022-1"
"Handle extension resources on server","2022-1","2022-1","2022-1",True,"2022-1"
"Workspace trust - Startup dialog goes through the request service","2022-1","2022-1","2022-1",True,"2022-1"
"update terminalLinkManager's processCwd when cwd changes with shell integration on","2022-1","2022-1","2022-1",True,"2022-1"
"make terminal output readonly","2022-1","2022-1","2022-1",True,"2022-1"
"Fixes #136052 by marking unclosed brackets as invalid.","2022-1","2022-2","2022-1",True,"2022-2"
"Match z-index on parameter hints to the hover","2022-1","2022-1","2022-1",True,"2022-1"
"Ensure quick pick is closed on view output","2022-1","2022-1","2022-1",True,"2022-1"
"create process in an empty workspace when cwd is userHome","2022-1","2022-1","2022-1",True,"2022-1"
"Prevent the image preview transparency background from being affected by scaling","2022-1","2022-2","2022-1",True,"2022-2"
"Add query token to webview uris","2022-1","2022-2","2022-1",False,"null"
"Use fully qualified names in @link","2022-1","2022-1","2022-1",True,"2022-1"
"change the format of CellUri#generate and #parse","2022-1","null","2022-1",False,"null"
"Check that the `/build/` folder compiles and all `.js` is checked in","2022-1","2022-1","2022-1",True,"2022-1"
"Add `transform to kebap case` operation","2022-1","null","2022-1",False,"null"
"Using Python 3 for `code` bash script","2022-1","2022-1","2022-1",False,"null"
"Autocomplete activation event onWebviewPanel","2022-1","2022-2","2022-1",True,"2022-2"
"Terminal link refactors","2022-1","2022-2","2022-1",True,"2022-2"
"Restart the local extension host automatically after a crash","2022-1","2022-1","2022-1",True,"2022-1"
"Fix typo in bulkEditPreview.ts","2022-1","2022-2","2022-1",False,"null"
"Don't show confirmation to windows local file access (microsoft#95670)","2022-1","null","2022-1",False,"null"
"Ben/align test scripts","2022-1","2022-1","2022-1",True,"2022-1"
"Use var++ instead of var + 1","2022-1","2022-1","2022-1",False,"null"
"Trim characters off match instead to get key, fixes #141614","2022-1","2022-1","2022-1",True,"2022-1"
"Implement multiLinePasteWarning in VSCode terminal，fix the #122683","2022-1","2022-2","2022-1",True,"2022-2"
"Increased opacity in overload counter tooltip","2022-1","2022-1","2022-1",True,"2022-1"
"fix typo","2022-1","2022-1","2022-1",False,"null"
"Updated subtitle in Welcome Page","2022-1","2022-2","2022-1",False,"null"
"Add option to hide title bar when not showing menu bar","2022-1","null","2022-1",False,"null"
"Fixed element detection by checking fragment before and after decoding if necessary","2022-1","2022-2","2022-1",True,"2022-2"
"Cleanup deprecated `IEnvironmentService.configuration` property","2022-1","2022-1","2022-1",True,"2022-1"
"Move language feature registry singletons into service","2022-1","2022-2","2022-1",True,"2022-2"
"Updates code cli to remove python requirement.","2022-1","2022-1","2022-1",False,"null"
"finalize terminal disablePersistence API","2022-1","2022-2","2022-1",True,"2022-2"
"Add user home variable","2022-1","2022-2","2022-1",True,"2022-2"
"double encode state query parameter","2022-2","2022-2","2022-2",False,"null"
"SLC description -> type","2022-2","2022-2","2022-2",True,"2022-2"
"make terminal title react to config changes","2022-2","2022-2","2022-2",True,"2022-2"
"add a surround with snippet command","2022-2","2022-2","2022-2",True,"2022-2"
"Only generate scrollbar CSS when the menus are hosted inside shadow dom","2022-2","2022-2","2022-2",True,"2022-2"
"Fix showing previous versions for platform specific extensions","2022-2","2022-2","2022-2",False,"null"
"Fix getting older versions for platform specific extensions","2022-2","2022-2","2022-2",True,"2022-2"
"Revert ""fix https://github.com/microsoft/vscode/issues/140907""","2022-2","2022-2","2022-2",True,"2022-2"
"update to latest seti-ui version","2022-2","2022-2","2022-2",True,"2022-2"
"Task terminals with a failed `process` task aren't always reused properly","2022-2","2022-2","2022-2",True,"2022-2"
