"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Remove .pp from Ruby extension list. Issue #5366","2016-7","2016-7","2016-7",True,"2016-7"
"Update to Electron 1.x","2016-7","2016-7","2016-7",True,"2016-7"
"Add Selection To Previous Find Match","2016-7","2016-7","2016-7",True,"2016-7"
"Enable file actions in search results viewlet","2016-7","2016-9","2016-7",False,"null"
"docs(LanguageConfiguration): fix typo (interfaces --> interface)","2016-7","2016-7","2016-7",True,"2016-7"
"shut up asar","2016-7","2016-7","2016-7",True,"2016-7"
"Fix did not removed css class dropfeedback","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes #6938: Integrated terminal non-falsey shell exit codes should be reported to the UI, not just the console","2016-7","2016-7","2016-7",True,"2016-7"
"replace settings variables in debugger config #8042","2016-7","2016-7","2016-7",True,"2016-7"
"Fix extension install when drop into code","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes #8794","2016-7","2016-7","2016-7",False,"null"
"Fixes #7500: Only update CSS if needed","2016-7","2016-7","2016-7",True,"2016-7"
"Replaced README image of product to reflect new UI","2016-7","2016-7","2016-7",True,"2016-7"
"Tyriar/cli help format","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes mousewheel zoom in case of inline diff view","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes invisible cursor in long editor lines","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes #8617: Use native EOL sequence","2016-7","2016-7","2016-7",True,"2016-7"
"Exploration","2016-7","2016-7","2016-7",False,"null"
"Fixes #7346: Paste native EOL","2016-7","2016-7","2016-7",True,"2016-7"
"Fix context menu redundant separator","2016-7","2016-7","2016-7",False,"null"
"Fix window title prefixDecoration","2016-7","2016-7","2016-7",False,"null"
"Add a little top-padding on the editor container","2016-7","2016-7","2016-7",False,"null"
"Git Commit.Template, Restore Previous Commit Msg On Undo","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes #7301: Set LANG for terminal process","2016-7","2016-7","2016-7",True,"2016-7"
"Variable Substitution Relative Path","2016-7","2016-7","2016-7",True,"2016-7"
"Emmet: Encode\Decode action & preferences","2016-7","2016-10","2016-7",False,"null"
"Fix sensitivity not always being applied.","2016-7","2016-7","2016-7",True,"2016-7"
"Inline SVG images during build","2016-7","2016-7","2016-7",True,"2016-7"
"Addition of GO INTO T-SQL syntax","2016-7","2016-7","2016-7",False,"null"
"Add mouse-keyboard event crossover to prevent menu bar from showing up after multi-selecting.","2016-7","2016-8","2016-7",True,"2016-8"
"Migrate EditorActions wrt context menu","2016-7","2016-7","2016-7",True,"2016-7"
"Add editor description to tab titles","2016-7","2016-8","2016-7",False,"null"
"Fix debounceEvent","2016-7","2016-7","2016-7",True,"2016-7"
"Clean up side by side container","2016-7","2016-7","2016-7",True,"2016-7"
"Added new commands to allow finer-grain line navigation","2016-7","2017-9","2016-7",False,"null"
"Master","2016-7","2016-7","2016-7",False,"null"
"Collect telemetry for #55","2016-7","2016-7","2016-7",True,"2016-7"
"Fixes #7749 - Focus on CodeLens click","2016-7","2016-8","2016-7",True,"2016-8"
"reparent editor container for #8579","2016-7","2016-7","2016-7",True,"2016-7"
"Fix task schema suppressTaskName and echoCommand defaultValue.","2016-7","2019-10","2016-7",False,"null"
"Folding icon collides with git decorations: Create a div per linedecoration","2016-7","2016-7","2016-7",True,"2016-7"
"C syntax - Match for pointer access added to c.json","2016-7","2016-7","2016-7",False,"null"
"Introduce a move command for the editor","2016-7","2016-7","2016-7",True,"2016-7"
"Auto indenting python code","2016-7","2016-7","2016-7",True,"2016-7"
"Fix typo","2016-7","2016-7","2016-7",True,"2016-7"
"Remove terminal focus command","2016-7","2016-8","2016-7",False,"null"
"#55: Batch results for IPC","2016-7","2016-7","2016-7",True,"2016-7"
"Follow and watch settings.json single-level symlinks","2016-7","2016-8","2016-7",True,"2016-8"
"Allow workspaceContains to specify directories (fixes #8295).","2016-7","2016-8","2016-7",True,"2016-8"
"Support IMEs in integrated terminal","2016-7","2016-7","2016-7",True,"2016-7"
"Add a context menu to the terminal","2016-7","2016-7","2016-7",True,"2016-7"
"Added more T-SQL keywords","2016-7","2016-7","2016-7",True,"2016-7"
"[Terminal] Run entire text if selection is empty","2016-7","2016-8","2016-7",True,"2016-8"
