"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"SelectBox: Native, Fix bad option check","2018-7","2018-7","2018-7",True,"2018-7"
"SelectBox: Add setAriaLabel() Fixes: #54412","2018-7","2018-7","2018-7",True,"2018-7"
"ensure original-fs is used in all our AMD code","2018-7","2018-7","2018-7",True,"2018-7"
"Workaround duplicate rendered characters in Electron 2.0.x","2018-7","2018-7","2018-7",True,"2018-7"
"More descriptive More label","2018-7","2018-7","2018-7",True,"2018-7"
"Fix bug not updating timestamps used for extension search ordering","2018-7","2018-7","2018-7",True,"2018-7"
"Settings: Utilize selectBox.setAriaLabel Related: #53821","2018-7","2018-7","2018-7",True,"2018-7"
"Move collapseDeepestExpandedLevel action implementation out of tree","2018-7","2018-7","2018-7",True,"2018-7"
"Open release notes in product from changelog in built in extensions","2018-7","2018-7","2018-7",True,"2018-7"
"Change macOS bundle ID","2018-7","2018-7","2018-7",False,"null"
"Misolori/a11y","2018-7","2018-7","2018-7",False,"null"
"Prefer const enum over const object in intervalTree.ts","2018-7","2018-7","2018-7",True,"2018-7"
"Option to not receive extension updates","2018-7","2018-7","2018-7",False,"null"
"Trimmed file search strings in the search menu","2018-7","2018-7","2018-7",True,"2018-7"
"Describe acceptable values for cursorBlinking","2018-7","2018-8","2018-7",False,"null"
"Support opening folders with other schemes","2018-7","2018-7","2018-7",True,"2018-7"
"Fix autosuggest trigger chars not working in simpleWidgets","2018-7","2018-7","2018-7",True,"2018-7"
"Sbatten/menu font size","2018-7","2018-7","2018-7",True,"2018-7"
"zh-hans and zh-hant are invalid locales","2018-7","2018-7","2018-7",True,"2018-7"
"Support Autocomplete Brackets for String Interpolation","2018-7","2020-2","2018-7",False,"null"
"Fix tasks spawned using wsl.exe","2018-7","2019-10","2018-7",False,"null"
"create delete","2018-7","2018-7","2018-7",False,"null"
"Remove the old menu implementation","2018-7","2018-7","2018-7",True,"2018-7"
"Offline mode","2018-7","2018-7","2018-7",False,"null"
"Option to opt-out of telemetry collection","2018-7","2018-7","2018-7",False,"null"
"Fix search cancellation","2018-7","2018-7","2018-7",True,"2018-7"
"Adds webview select-all command","2018-7","2018-7","2018-7",True,"2018-7"
"Revert ""Update to Electron 2.0.x""","2018-7","2018-7","2018-7",True,"2018-7"
"Support underscore in html attribute names","2018-7","2018-7","2018-7",False,"null"
"Preserve the revealed area after using ""Open File"" from git-diff editor (fix #53465)","2018-7","2018-9","2018-7",True,"2018-9"
"Electron 2.0.5","2018-7","2018-7","2018-7",True,"2018-7"
"Localized descriptions for built-in extensions and their settings dont show up in Extensions view","2018-7","2018-10","2018-7",False,"null"
"Fix color contrast issues","2018-7","2018-7","2018-7",True,"2018-7"
"Expose decorations object to control color and badge decorations","2018-7","2018-7","2018-7",False,"null"
"incorrect English string","2018-7","2018-7","2018-7",True,"2018-7"
"Update badge in panel title","2018-7","2018-7","2018-7",True,"2018-7"
"Add context keys for platforms","2018-7","2018-8","2018-7",True,"2018-8"
"Try to checkout a new local branch when checking out a remote branch","2018-7","2018-9","2018-7",True,"2018-9"
"Feature: Scope to folder","2018-7","2018-7","2018-7",False,"null"
"Settings crawl","2018-7","2018-7","2018-7",True,"2018-7"
"Add scope to folder","2018-7","2018-7","2018-7",False,"null"
"Add WebviewPanel.iconPath","2018-7","2018-7","2018-7",True,"2018-7"
"Test PR Flow","2018-7","2018-7","2018-7",False,"null"
"uriLabelProvider","2018-7","2018-7","2018-7",True,"2018-7"
"updating menu behavior for when to select first entry","2018-7","2018-7","2018-7",True,"2018-7"
"Update Outline icons for dark theme","2018-7","2018-7","2018-7",True,"2018-7"
"Fix title rendering issues (ellipsis, clipping)","2018-7","2018-7","2018-7",True,"2018-7"
"Fix bug causing find widget to appear in extensions search box","2018-7","2018-7","2018-7",True,"2018-7"
"Add underscores and asterisks to surrounding pairs","2018-7","2018-7","2018-7",True,"2018-7"
"Label Windows key as super on Linux","2018-7","2018-7","2018-7",True,"2018-7"
"Show the ""method"" icon for constructors","2018-7","2018-7","2018-7",True,"2018-7"
"Refactor simple widget editor config files","2018-7","2018-7","2018-7",True,"2018-7"
