"['title']","['createdAt']","['closedAt']","['publishedAt']","['merged']","['mergedAt']"
"Preserves existing metadata when using `with`","2021-5","2021-6","2021-5",False,"null"
"Enable notebook markdown renderers on web","2021-5","2021-5","2021-5",True,"2021-5"
"Make minimum width of sidebar smaller","2021-5","2021-5","2021-5",False,"null"
"Workspace trust - no need to call setWorkspaceTrust","2021-5","2021-5","2021-5",True,"2021-5"
"Fixes invalid cursor position around after decorations.","2021-5","2021-5","2021-5",True,"2021-5"
"Color.Format.Css.format does not return null, so the return type can be made more strict","2021-5","2021-5","2021-5",True,"2021-5"
"Adds option ""editor.suggest.suggestionPreviewExpanded"" to toggle whether suggestion previews are expanded by default.","2021-5","2021-5","2021-5",True,"2021-5"
"ghost text improvements","2021-5","2021-5","2021-5",True,"2021-5"
"Workspace trust - remote improvements","2021-5","2021-5","2021-5",False,"null"
"Get rid of classes for workbench editor options","2021-5","2021-5","2021-5",True,"2021-5"
"Mark some array params in vscode.d.ts readonly","2021-5","2021-5","2021-5",True,"2021-5"
"fix pwsh profile test failures","2021-5","2021-5","2021-5",True,"2021-5"
"Added padding property for quick pick vertical alignment","2021-5","2021-5","2021-5",False,"null"
"Migrate users from shell -> profile settings","2021-5","2021-5","2021-5",True,"2021-5"
"Fixed padding property for quick pick vertical alignment","2021-5","null","2021-5",False,"null"
"Workspace trust - remote workspace","2021-5","2021-5","2021-5",True,"2021-5"
"dont render empty menus for custom","2021-5","2021-5","2021-5",False,"null"
"Don't rerender notification when content did not change","2021-5","2021-5","2021-5",True,"2021-5"
"Support navigation to category/section in getting started","2021-5","2021-5","2021-5",True,"2021-5"
"Re-enable markdown smoke test","2021-5","null","2021-5",False,"null"
"Allow extensions to create multiple sessions from the same provider","2021-5","2021-5","2021-5",True,"2021-5"
"Make notebook renderer activate potentially async","2021-5","2021-5","2021-5",True,"2021-5"
"Update README.md","2021-5","2021-5","2021-5",True,"2021-5"
"dart as built-in language","2021-5","2021-5","2021-5",True,"2021-5"
"chore: update to electron 13","2021-5","2021-7","2021-5",True,"2021-7"
"Additions to CONTRIBUTING.md","2021-5","2021-5","2021-5",False,"null"
"fix typo in files.ts","2021-5","2021-5","2021-5",True,"2021-5"
"Revert ""Allow extensions to create multiple sessions from the same provider""","2021-5","2021-5","2021-5",True,"2021-5"
"ghost text updates","2021-5","2021-5","2021-5",True,"2021-5"
"support context keys in menu bar","2021-5","2021-5","2021-5",True,"2021-5"
"update macOS keybinding label for alt to be option","2021-5","2021-11","2021-5",False,"null"
"adds a minimal vs-dark+ theme for standalone editor","2021-5","2021-6","2021-5",False,"null"
"Fixes listener leak while updating terminal pane actions","2021-5","2021-5","2021-5",True,"2021-5"
"More Ghost Text Improvements","2021-5","2021-5","2021-5",True,"2021-5"
"Improve editor DND to work with untyped resource editor inputs","2021-5","2021-5","2021-5",True,"2021-5"
"Support workspace trust in terminal","2021-5","2021-5","2021-5",True,"2021-5"
"Terminal profile contributions","2021-5","2021-5","2021-5",True,"2021-5"
"set max zoom to 8","2021-5","2021-5","2021-5",True,"2021-5"
"fix regex escaping","2021-5","2021-6","2021-5",True,"2021-6"
"npm extension - check for root package.json before findFiles","2021-5","null","2021-5",False,"null"
"fix smoke tests","2021-5","2021-5","2021-5",True,"2021-5"
"fix: importStatementSuggestions config section","2021-5","2021-7","2021-5",True,"2021-7"
"Remove padding left","2021-5","2021-5","2021-5",True,"2021-5"
"More Ghost Text Improvements","2021-5","2021-5","2021-5",True,"2021-5"
"Two sentences regarding the denial of your pull request.","2021-5","2021-6","2021-5",False,"null"
"Add initial draft of enum array searchbox","2021-5","2021-6","2021-5",True,"2021-6"
"Refactor and vfs canonical uri","2021-5","2021-6","2021-5",False,"null"
"Don't include our loader in notebooks","2021-5","2021-5","2021-5",True,"2021-5"
"add `editor.rulers` to TextEditor options for extensions","2021-5","null","2021-5",False,"null"
"Fix","2021-5","2021-6","2021-5",False,"null"
"fix an unescaped character","2021-5","2021-6","2021-5",False,"null"
"add api for virtual file system provider","2021-5","null","2021-5",False,"null"
"refactor for cleaner initialization","2021-5","2021-5","2021-5",True,"2021-5"
"handle shift+click for list that are not focused fixes #122402","2021-5","2021-5","2021-5",False,"null"
"add option to not show link hovers for terminal","2021-5","2021-6","2021-5",True,"2021-6"
"add an option to always search the workspace for package.json","2021-5","null","2021-5",False,"null"
"add skipSaveParticipant to model","2021-5","2021-6","2021-5",False,"null"
"Server","2021-5","2021-5","2021-5",False,"null"
"ghost text improvements","2021-5","2021-5","2021-5",True,"2021-5"
"Fixes #124742 by ensuring that overwriteAfter is not negative.","2021-5","2021-5","2021-5",True,"2021-5"
"Fixes terminal drop overlay moves horizontally instead of vertically when pane is on the side","2021-5","2021-6","2021-5",True,"2021-6"
"Forwards the isUndoing/isRedoing flags to the extension host.","2021-5","2021-7","2021-5",True,"2021-7"
"Workspace trust - add --disable-workspace-trust flag","2021-5","2021-6","2021-5",True,"2021-6"
"Uses eslint-plugin-header to enforce license headers.","2021-5","2021-7","2021-5",True,"2021-7"
"Settings: remove notification that changes are saved (fix #69349)","2021-6","2021-6","2021-6",True,"2021-6"
"remove NotebookCellOutputItem#metadata","2021-6","2021-6","2021-6",True,"2021-6"
"Remove dedicated types for notebook and cell metadata","2021-6","2021-6","2021-6",True,"2021-6"
"Sets user-select: none to the hover actions so they cannot be selected anymore.","2021-6","2021-6","2021-6",True,"2021-6"
"Focuses the editor after showing next/previous inline completion.","2021-6","2021-6","2021-6",True,"2021-6"
"Make GlobalToolbar setting be the default experience for all profiles","2021-6","2021-6","2021-6",False,"null"
"Optimize english please actions","2021-6","2021-6","2021-6",True,"2021-6"
"Workspace trust - extension enablement","2021-6","2021-6","2021-6",True,"2021-6"
"Return promise that awaits on edits","2021-6","2021-6","2021-6",False,"null"
"new","2021-6","2021-6","2021-6",False,"null"
"Modify treeDataChange event","2021-6","2021-6","2021-6",True,"2021-6"
"Preserve repl filter value through reloads","2021-6","2021-6","2021-6",True,"2021-6"
"fix: web typescript extension can not found definitions","2021-6","2021-6","2021-6",True,"2021-6"
"Allows to directly return an array of inline completions instead of an InlineCompletionList","2021-6","2021-6","2021-6",True,"2021-6"
"Workspace trust - calculate trust before extension host starts","2021-6","2021-6","2021-6",True,"2021-6"
"Convert vscode ThemeIcon to internal type","2021-6","2021-6","2021-6",True,"2021-6"
"Fixes #125303","2021-6","2021-6","2021-6",True,"2021-6"
"Try setting gettingStarted as default editor","2021-6","2021-6","2021-6",True,"2021-6"
"confirmOnExit for terminals when set to true","2021-6","2021-6","2021-6",True,"2021-6"
"Refine `CellInfo` type","2021-6","2021-6","2021-6",True,"2021-6"
"Migrate profile setting and fallback properly","2021-6","2021-6","2021-6",True,"2021-6"
"fix typo in downloadIpc.ts","2021-6","null","2021-6",False,"null"
"fix: areLanguageDiagnosticSettingsEqual always return true","2021-6","2021-6","2021-6",True,"2021-6"
"Refresh task state more often when folders change","2021-6","2021-6","2021-6",True,"2021-6"
"Check to see if there are any artifacts that haven't been published","2021-6","2021-6","2021-6",True,"2021-6"
"Fixes drop indicator not shown when dragging a view over panel title","2021-6","2021-10","2021-6",True,"2021-10"
"Needed localization changes for converting xlfs to json","2021-6","2021-6","2021-6",True,"2021-6"
"Make sure we layout editors in sideBySideEditor after they are created","2021-6","2021-6","2021-6",True,"2021-6"
