['additions'],['closedAt'],['createdAt'],['deletions'],['merged'],['mergedAt'],['paticipants'],['publishedAt'],['title']
55,2022-5/22,2022-5/22,48,True,2022-5/22,1,2022-5/22,Improvements to the pull request fetch programme.
32,2022-6/22,2022-5/22,14,True,2022-6/22,1,2022-5/22,Improvements to the issue fetch programme.
